Year,Product_line,Product_type,Product,Order_method_type,Retailer_country,Revenue,Planned_revenue,Product_cost,Quantity,Unit_cost,Unit_price,Gross_profit,Unit_sale_price
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Canada,168769.9,153962.6636,72383.17282,25610,2.82636364,6.59,96386.72718,6.01181818
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Japan,91521.92,77772.8,37462.88,13888,2.6975,6.59,54059.04,5.6
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Netherlands,17035.15,15846.05,7496.5,2585,2.9,6.59,9538.65,6.13
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Sweden,13634.71,12807.11,6000.1,2069,2.9,6.59,7634.61,6.19
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Germany,188539.9,144873.8875,71381.95,28610,2.495,6.59,117157.95,5.06375
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Italy,73445.55,63136.425,30063.6375,11145,2.6975,6.59,43381.9125,5.665
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Spain,39902.45,30910.775,15107.225,6055,2.495,6.59,24795.225,5.105
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,United States,50011.51,46849.42664,22008.1,7589,2.9,6.59,28003.41,6.17333333
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Brazil,36001.17,34070.91002,15842.7,5463,2.9,6.59,20158.47,6.23666667
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Japan,76364.92,65646.02,31258.63,11588,2.6975,6.59,45106.29,5.665
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Singapore,104853.49,97534.43,46141.9,15911,2.9,6.59,58711.59,6.13
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,France,41839.91,39469.61669,18412.1,6349,2.9,6.59,23427.81,6.21666667
2004,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Germany,14399.15,13525.15,6336.5,2185,2.9,6.59,8062.65,6.19
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,United States,235238.22,214530.498,124283.88,18774,6.62,12.53,110954.34,11.427
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Canada,12129.04,8489.36,6408.16,968,6.62,12.53,5720.88,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Mexico,17090.92,11962.28,9029.68,1364,6.62,12.53,8061.24,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Brazil,11314.59,7919.31,5977.86,903,6.62,12.53,5336.73,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Japan,124485.55,112135.5808,65769.7,9935,6.62,12.53,58715.85,11.28692308
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,China,55219.71,47845.33001,29174.34,4407,6.62,12.53,26045.37,10.85666667
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Netherlands,25448.43,24432.93,13445.22,2031,6.62,12.53,12003.21,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Finland,28555.87,27416.37,15086.98,2279,6.62,12.53,13468.89,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Denmark,26513.48,23325.37333,14007.92,2116,6.62,12.53,12505.56,11.02333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,France,52951.78,48627.17335,27976.12,4226,6.62,12.53,24975.66,11.50666667
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,United Kingdom,123934.23,111933.15,65478.42,9891,6.62,12.53,58455.81,11.31666667
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Austria,13269.27,11673.71,7010.58,1059,6.62,12.53,6258.69,11.02333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,United States,66045.63,60546.22002,34894.02,5271,6.62,12.53,31151.61,11.48666667
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Mexico,58853.41,54661.3375,31094.14,4697,6.62,12.53,27759.27,11.6375
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Korea,88273.85,81339.55717,46637.9,7045,6.62,12.53,41635.95,11.54571429
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Singapore,86820.37,80128.93568,45869.98,6929,6.62,12.53,40950.39,11.56428571
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Finland,9084.25,8721.75,4799.5,725,6.62,12.53,4284.75,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,France,51936.85,44459.27,27439.9,4145,6.62,12.53,24496.95,10.726
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Germany,44218.37,37936.75,23361.98,3529,6.62,12.53,20856.39,10.75
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Belgium,5012,4860,2648,400,6.62,12.53,2364,12.15
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Italy,61610.01,57221.5875,32550.54,4917,6.62,12.53,29059.47,11.6375
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,United States,176334.69,161839.5,93163.26,14073,6.62,12.53,83171.43,11.5
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Canada,59191.72,56900.58,31272.88,4724,6.62,12.53,27918.84,12.045
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Mexico,7029.33,6748.83,3713.82,561,6.62,12.53,3315.51,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Brazil,52613.47,49054.8175,27797.38,4199,6.62,12.53,24816.09,11.6825
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Japan,41912.85,40240.35,22143.9,3345,6.62,12.53,19768.95,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Korea,59479.91,53083.3275,31425.14,4747,6.62,12.53,28054.77,11.1825
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,China,156324.28,144125.5244,82591.12,12476,6.62,12.53,73733.16,11.55222222
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Singapore,23042.67,22123.17,12174.18,1839,6.62,12.53,10868.49,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Netherlands,66446.59,58855.72429,35105.86,5303,6.62,12.53,31340.73,11.09857143
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Sweden,13620.11,13076.61,7195.94,1087,6.62,12.53,6424.17,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Finland,77447.93,71478.84997,40918.22,6181,6.62,12.53,36529.71,11.56428571
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Denmark,6615.84,6351.84,3495.36,528,6.62,12.53,3120.48,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,France,62800.36,60369.54,33179.44,5012,6.62,12.53,29620.92,12.045
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Germany,52776.36,50664.34286,27883.44,4212,6.62,12.53,24892.92,12.02857143
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,United Kingdom,57487.64,53461.67,30372.56,4588,6.62,12.53,27115.08,11.6525
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Belgium,28405.51,26011.558,15007.54,2267,6.62,12.53,13397.97,11.474
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Austria,42163.45,39621.00554,22276.3,3365,6.62,12.53,19887.15,11.77444444
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Italy,7367.64,7073.64,3892.56,588,6.62,12.53,3475.08,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Spain,59404.73,55244.5025,31385.42,4741,6.62,12.53,28019.31,11.6525
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Canada,14121.31,13557.81,7460.74,1127,6.62,12.53,6660.57,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Mexico,12793.13,12343.89,6759.02,1021,6.62,12.53,6034.11,12.09
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Singapore,18444.16,12909.44,9744.64,1472,6.62,12.53,8699.52,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,United States,36424.71,31812.26999,19244.34,2907,6.62,12.53,17180.37,10.94333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Korea,10951.22,10514.22,5785.88,874,6.62,12.53,5165.34,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Singapore,9973.88,9575.88,5269.52,796,6.62,12.53,4704.36,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,France,6966.68,6688.68,3680.72,556,6.62,12.53,3285.96,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Germany,7906.43,7508.9,4177.22,631,6.62,12.53,3729.21,11.9
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Spain,11302.06,10959.3,5971.24,902,6.62,12.53,5330.82,12.15
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Canada,93060.31,87081.575,49166.74,7427,6.62,12.53,43893.57,11.725
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Japan,58828.35,53726.44998,31080.9,4695,6.62,12.53,27747.45,11.44333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Netherlands,9109.31,8745.81,4812.74,727,6.62,12.53,4296.57,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Sweden,38078.67,35090.32001,20118.18,3039,6.62,12.53,17960.49,11.54666667
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Germany,83111.49,75364.146,43910.46,6633,6.62,12.53,39201.03,11.362
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Italy,26964.56,23550.05333,14246.24,2152,6.62,12.53,12718.32,10.94333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Spain,11602.78,8121.02,6130.12,926,6.62,12.53,5472.66,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,United States,7079.45,6796.95,3740.3,565,6.62,12.53,3339.15,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Canada,6465.48,6207.48,3415.92,516,6.62,12.53,3049.56,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Brazil,19308.73,18599.87,10201.42,1541,6.62,12.53,9107.31,12.07
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Singapore,10061.59,9660.09,5315.86,803,6.62,12.53,4745.73,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Netherlands,9034.13,8673.63,4773.02,721,6.62,12.53,4261.11,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Finland,15787.8,11050.2,8341.2,1260,6.62,12.53,7446.6,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,France,33041.61,29653.065,17456.94,2637,6.62,12.53,15584.67,11.245
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Germany,7680.89,7374.39,4058.06,613,6.62,12.53,3622.83,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,United Kingdom,6766.2,6496.2,3574.8,540,6.62,12.53,3191.4,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Spain,6315.12,6063.12,3336.48,504,6.62,12.53,2978.64,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,United States,449225,424989.5,300678.75,18875,15.93,23.8,148546.25,22.516
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Mexico,65045.4,60494.955,43536.69,2733,15.93,23.8,21508.71,22.135
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Brazil,53835.6,50340.81,36033.66,2262,15.93,23.8,17801.94,22.255
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Japan,163196.6,154721.348,109232.01,6857,15.93,23.8,53964.59,22.564
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Singapore,154914.2,144285.9329,103688.37,6509,15.93,23.8,51225.83,22.16714286
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Netherlands,45600.8,43780.6,30521.88,1916,15.93,23.8,15078.92,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Sweden,13637.4,13093.05,9127.89,573,15.93,23.8,4509.51,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Finland,48218.8,46294.1,32274.18,2026,15.93,23.8,15944.62,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Denmark,64498,60503.46,43170.3,2710,15.93,23.8,21327.7,22.326
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,France,161007,152320.74,107766.45,6765,15.93,23.8,53240.55,22.516
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,United Kingdom,249233.6,235603.4652,166818.96,10472,15.93,23.8,82414.64,22.49842105
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Austria,56644,53818.59999,37913.4,2380,15.93,23.8,18730.6,22.61285714
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Italy,10614.8,10298.14,7104.78,446,15.93,23.8,3510.02,23.09
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,United States,102887.4,97751.676,68865.39,4323,15.93,23.8,34022.01,22.612
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Mexico,50027.6,48156.82,33484.86,2102,15.93,23.8,16542.74,22.91
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Korea,37128,35646,24850.8,1560,15.93,23.8,12277.2,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,China,37389.8,33650.82,25026.03,1571,15.93,23.8,12363.77,21.42
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Singapore,93129.4,89412.05,62334.09,3913,15.93,23.8,30795.31,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Finland,54264,52098,36320.4,2280,15.93,23.8,17943.6,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Denmark,18587.8,18033.29,12441.33,781,15.93,23.8,6146.47,23.09
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,France,140562.8,133546.472,94082.58,5906,15.93,23.8,46480.22,22.612
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Germany,25894.4,24991.36,17331.84,1088,15.93,23.8,8562.56,22.97
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Belgium,13185.2,12791.86,8825.22,554,15.93,23.8,4359.98,23.09
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Italy,68210.8,63438.91,45655.38,2866,15.93,23.8,22555.42,22.135
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,United States,229051.2,220073.3829,153310.32,9624,15.93,23.8,75740.88,22.86714286
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Canada,48837.6,47011.32,32688.36,2052,15.93,23.8,16149.24,22.91
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Mexico,51931.6,50120.54,34759.26,2182,15.93,23.8,17172.34,22.97
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Brazil,86322.6,83638.62,57778.11,3627,15.93,23.8,28544.49,23.06
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Japan,17088.4,16406.3,11437.74,718,15.93,23.8,5650.66,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Korea,157889.2,149994.74,105679.62,6634,15.93,23.8,52209.58,22.61
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,China,315231,298614.5455,210992.85,13245,15.93,23.8,104238.15,22.54545455
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Netherlands,102887.4,96719.91999,68865.39,4323,15.93,23.8,34022.01,22.37333333
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Finland,60118.8,57719.1,40239.18,2526,15.93,23.8,19879.62,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Denmark,22419.6,21298.62,15006.06,942,15.93,23.8,7413.54,22.61
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,France,45886.4,44286.16,30713.04,1928,15.93,23.8,15173.36,22.97
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Germany,48932.8,47102.96,32752.08,2056,15.93,23.8,16180.72,22.91
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,United Kingdom,65426.2,62682.698,43791.57,2749,15.93,23.8,21634.63,22.802
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Belgium,38365.6,36548.07,25679.16,1612,15.93,23.8,12686.44,22.6725
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Austria,33629.4,32626.17,22509.09,1413,15.93,23.8,11120.31,23.09
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Italy,12780.6,12270.45,8554.41,537,15.93,23.8,4226.19,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Spain,90225.8,87306.73,60390.63,3791,15.93,23.8,29835.17,23.03
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Canada,24133.2,23291.58,16153.02,1014,15.93,23.8,7980.18,22.97
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Belgium,4403,4271.65,2947.05,185,15.93,23.8,1455.95,23.09
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,United States,34248.2,32881.15,22923.27,1439,15.93,23.8,11324.93,22.85
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Japan,10852.8,10529.04,7264.08,456,15.93,23.8,3588.72,23.09
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Netherlands,42054.6,40517.31,28148.31,1767,15.93,23.8,13906.29,22.93
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,United States,57429.4,51686.46,38439.09,2413,15.93,23.8,18990.31,21.42
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Canada,219531.2,208427.81,146938.32,9224,15.93,23.8,72592.88,22.59625
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Japan,187496.4,178134.71,125496.54,7878,15.93,23.8,61999.86,22.61166667
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Korea,70614.6,63553.14,47264.31,2967,15.93,23.8,23350.29,21.42
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Sweden,22300.6,21522.89,14926.41,937,15.93,23.8,7374.19,22.97
2004,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Germany,242807.6,228674.8294,162517.86,10202,15.93,23.8,80289.74,22.41470588
